,location,title,company,salary,summary,rating
0,"Chennai, Tamil Nadu",newClinical Data Scientist,Pfizer,NA,"
Ensure operational excellence in collaboration with partners for application of standards, data acquisition, proactive data review and data integrity monitoring…
",4.2
1,"Bengaluru, Karnataka",newData Scientist,Happay,"₹8,00,000 - ₹12,00,000 a year","
1-2 Years as a data scientist, machine learning engineer, data analyst.
You must be highly comfortable with data manipulation and will be required to write data…
",NA
2,"Noida, Uttar Pradesh",newSenior Data Scientist,Jorie Healthcare Partners,"₹7,00,000 - ₹15,00,000 a year","
Has *expertise in implementing complex statistical analyses* for data processing, exploration, model building and implementation.
",NA
3,"Bengaluru, Karnataka",Data Scientist,Applied Materials Inc.,"₹5,26,846 - ₹17,85,107 a year","
Acquire, cleanse, organize and mine massive volumes of data (sensor/system log) using custom scripts Learn, understand and apply customer data in statistical…
",3.9
4,"Hyderabad, Telangana+1 location",newData & Applied Scientist,Microsoft,NA,"
We are looking for a strong IC, who can lead/drive areas like crunching large scale data, pushing the limits of training techniques, pushing data in real time,…
",4.2
5,"Bengaluru, Karnataka",Senior Data Scientist,GE Healthcare,NA,"
The Advanced Technology Group is focused on signal and image processing for Ultrasound, MRI, CT, X-ray and Physiological Monitoring data as well as real time…
",3.9
6,"Bengaluru, Karnataka",Data Scientist,Great Learning,"₹10,00,000 a year","
Experience in using jupyter notebooks and Python to manipulate data and draw insights from large data sets.
Create unique learning experiences that enable Great…
",3.7
7,"Remote in Chennai, Tamil Nadu",newData Scientist - AI/ML (Phython),ORGware Technologies,NA,"
Appreciation of data modelling, software architecture and data structures and.
Bachelors or Masters in Computer Science or MathsStats from a reputed college…
",NA
8,"Hyderabad, Telangana",newData Scientist,ADCI - HYD 15 SEZ,NA,"
Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis.
3+ years of hands-on experience building ML models…
",3.5
9,"Noida, Uttar Pradesh",newData Scientist,Audviklabs,"₹5,00,000 - ₹7,00,000 a year","
Closely work with engineers, product Managers, data scientists to translate customer requests into useful product functionality.
",NA
10,"Chennai, Tamil Nadu",Senior Data scientist,ZF,NA,"
Identify and propose data driven insights from automotive data which can help business to add value to ZF’s customers for existing products.
",3.9
11,"Bengaluru, Karnataka",newData Scientist - OrgSolutions,McKinsey & Company,NA,"
You will analyze and evaluate a wide range of data including data from human resources information systems, business metrics, survey assessments and publicly…
",4.3
12,"Gurgaon, Haryana",newData Scientist,NOKIA,NA,"
As part of Algo-Augmented CM project, we are building a series of MVPs to augment the sourcing managers with analytics and data science apps.
",4.1
13,"Remote in Bengaluru, Karnataka",Data Scientist-GoFood,GO-JEK,NA,"
Work with Data Scientists, Product Engineers and Product Managers to build, deploy, and scale Data Science solutions for recommendation systems and Geospatial…
",NA
14,Remote,Data Scientist,CoRover,NA,"
Present information using data visualization techniques.
Undertake to preprocess of structured and unstructured data.
Knowledge of R, SQL, and Python.
",NA
15,"Bengaluru, Karnataka",newData Scientist,ResultsCX,NA,"
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Knowledge using statistical computer languages (R, Python, SQL, etc.)…
",NA
16,"Bengaluru, Karnataka",Data Scientist (Analyst),Scienaptic Systems,NA,"
Coming up with data driven solutions to control risk.
The Data Scientist role will enable you to be at the forefront of latest cutting-edge technology and…
",4.5
17,"Kalyan Nagar, Bengaluru, Karnataka",Data Scientist,Client of Infra-Tech Consultants,"₹10,00,000 - ₹12,00,000 a year","
Experience manipulating data to build features, perform analysis etc.
The role includes building models, data analysis and interpretation, and applying known…
",NA
18,"Bengaluru, Karnataka+1 location",newData Scientist,Ericsson,NA,"
Acuity for business flow understanding and expertise in data preparation-data mining and pre-processing.
Translate operator business objectives into business…
",4.1
19,"Bengaluru, Karnataka+1 location",newDeep Learning Specialist (Data Scientist),Standard Chartered,NA,"
In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.
",4.1
20,"Gurgaon, Haryana",Data Scientist,Webhelp,NA,"
Advanced knowledge of statistical techniques, data mining, big data and machine learning.
Identifying relevant data sources in existing internal and external…
",2.9
21,"Bengaluru, Karnataka",newData Scientist / Analyst,Deutsche Bank,NA,"
Intermediate to advanced knowledge in data science, big data tools and infrastructural components – Hadoop / PySpark / Jupyter.
Best in class leave policy.
",3.8
22,"Bengaluru, Karnataka",newAssociate Data Scientist (Analytical),Eli Lilly,NA,"
Demonstrates good documentation skills with regard to raw data recording and authoring of technical and regulatory documents (e.g., technical reports, data…
",4.1
23,"Bengaluru, Karnataka",Sr. Data Scientist - Deep Learning,GE Healthcare,NA,"
Working knowledge of waveform/timeseries data and 2D/3D image data.
Gather and analyze data, devise innovative data science solutions and build prototypes to…
",3.9
24,"Bengaluru, Karnataka",Data Scientist (Operation Research),Anzy Careers Private Limited,"₹13,00,000 - ₹24,00,000 a year","
2+ independent projects outside coursework in Optimization, Simulator Design and AI/ML.
Also, experience of applying optimization solvers in solving real-world…
",NA
25,"Bengaluru, Karnataka",Head of Data - Risk,GO-JEK,NA,"
Be the thought leader in application of data and AI to Risk/fraud related problems on the Gojek platform.
As the Head of Data (HoD) for Risk you will serve as…
",NA
26,"Hyderabad, Telangana",Data Scientist,Kreaas Technology Solutions Private Limited,"₹4,10,983 - ₹15,42,344 a year","
Assess the quality of data and remove or clean data.
Organizing data into usable formats.
Transforming data to produce sound datasets.
Experience: 1 to 2 years.
",NA
27,"Bengaluru, Karnataka",Data Scientist,INSUD PHARMA,"₹30,006 - ₹84,211 a month","
Strategies. Assess the effectiveness and accuracy of new data sources and data gathering.
Techniques. Develop custom data models and algorithms to apply to data…
",NA
28,"Mumbai, Maharashtra",newData Scientist,HyringNinja,"₹20,00,000 a year","
Good mathematical background and knowledge of data science, deep learning, machine learning, and artificial intelligence would be an added advantage.
",NA
29,"Hyderabad, Telangana",newData Scientist V,IGT,NA,"
Professional experience working with database developers and data engineers to ensure the data points are optimally tuned for machine learning algorithms and…
",3.7
30,"Pune, Maharashtra",Data Scientist-Geospatial Analytics,NielsenIQ,NA,"
Perform relevant modeling/Geospatial analysis and POC exploring multiple techniques on data like satellite images (rasters) or mobility data.
",3.4
31,"Chennai, Tamil Nadu",Data Scientist,IDP Education Ltd,NA,"
Improve data quality and visibility across contact centre process.
Understand contact centre outcomes and how data and metrics relate to them.
",4.2
32,"Mumbai, Maharashtra",Data Scientist,Key Person Consultancy Services,"₹5,00,000 - ₹15,00,000 a year","
Advanced degree in a computational field and/or independent research experience as a data scientist preferred.
Total work: 1 year (Preferred).
",NA
33,"Bengaluru, Karnataka",Data Scientist,Honeywell,NA,"
Your primary focus will be in applying data mining techniques, doing statistical analysis, and building quality prediction systems to improve data quality of…
",3.7
34,"Bengaluru, Karnataka",Data Scientist (Pricing Analytics),Anzy Careers Private Limited,"₹13,00,000 - ₹24,00,000 a year","
3+ independent projects outside coursework in Pricing analytics, causality, promotions effect, AI/ML.
Also, experience of applying these in the Retail space.
",NA
35,"Gurgaon, Haryana",Data Scientist,Synaptic,NA,"
Developing data, ML, AI, and BI product features to enhance the user experience and the value delivered through data.
",NA
36,"Hyderabad, Telangana","newData Scientist, Enablement",Salesforce,NA,"
Acquiring, analyzing, cleaning and structuring data is an essential part of your daily responsibilities.
Understand business goals and initiatives, and combine…
",4.3
37,"Bengaluru, Karnataka",Data Scientist,NextNav,NA,"
Demonstrated experience in rapid prototyping and an excellent data analyst of a variety of atmospheric, geospatial and time series data.
",NA
38,"Bengaluru, Karnataka",Data Scientist,GE Aviation,NA,"
Work with data engineers on data quality assessment, data cleansing and data analytics.
Work with data engineers on data quality assessment, data cleansing and…
",3.8
39,"Bengaluru, Karnataka+1 location",Data Scientist: Advanced Analytics,IBM,NA,"
5+ years of data engineering and data science experience.
Implement quantum approaches, which includes data pre-/post-processing, running numerics and…
",3.9
40,"Bengaluru, Karnataka",newData Scientist,Aisera,NA,"
Own a large part of the process to enforce data governance and privacy while improving data quality and reliability.
Excellent knowledge of NLP/ML frameworks.
",NA
41,"Mumbai, Maharashtra",Data Scientist- Clinical Trial,Abbott Laboratories,NA,"
Apply scientific knowledge on data modeling, data analytics, predictive algorithms, and other data science principles to create concepts, develop prototypes,…
",4.0
42,"Chennai, Tamil Nadu+2 locations",newData Scientist,PAYPAL,NA,"
Analytics professional with a proven track record of extracting and manipulating data using SQL and leveraging advance Tableau/Looker features for data analysis…
",3.9
43,"Remote in Hyderabad, Telangana",newApplied Scientist,VIEG Services Pvt. Ltd.,NA,"
Looking for intermediate level technical minds who love juggling with AI and Data Solutions.
Skilled in Machine Learning, statistical modelling or related…
",NA
44,"Pune, Maharashtra",Data Scientist,Fluidonomics Solutions LLP,"₹2,96,790 - ₹14,75,921 a year","
Data scientists will get exposure to a wide range of datasets including shipping, supplier, news, and incident data.
Proficiency in Python is required.
",NA
45,"Hybrid remote in Gurgaon, Haryana+1 location",Data Scientist,MasterCard,NA,"
Experience in data management, data mining, data analytics, data reporting, data product development and quantitative analysis.
",4.0
46,"Chennai, Tamil Nadu",newData Scientist,Flex,NA,"
The role is response for all business data analysis.
Collect data and facts from all kinds of sources and conduct the analysis.
",3.9
47,"Noida, Uttar Pradesh+1 location",newData Scientist - Noida,Zetta Women,"₹17,00,000 a year","
O Hands-on experience in data preparation, data wrangling, train model, test model and deployment.
O To use machine learning, data mining and statistical…
",NA
48,"Bengaluru, Karnataka+2 locations",Analyst - Data Science,Amex,NA,"
Sound knowledge of Machine learning algorithms/econometrics/statistics/data mining and research methods.
Depending on role and business needs, colleagues will…
",4.1
49,"Bengaluru, Karnataka",newData Scientist,Udaan,NA,"
Instrumentation done in order to get the desired data.
You are expected to work with the respective product owner to get the appropriate.
",3.9
50,"Bengaluru, Karnataka",Data Scientist,Société Générale,NA,"
The Data Scientist will support our software developers, database architects, data analysts and data engineers on data initiatives and will ensure optimal data…
",3.8
51,"Mumbai, Maharashtra",Data Scientist,Avalor Investments Pvt. Ltd,"₹3,61,402 - ₹15,27,932 a year","
Good knowledge about unstructured data analysis methodologies(NLP, NLG).
Must have 1+ years of Experience in deep learning methods.
",NA
52,"Bengaluru, Karnataka",newRisk Analyst 2,PayPal,NA,"
Leveraging data analysis tools and technologies.
Ensuring the team is delivering on our KPIs by using various data mining and data visualization tools to…
",3.9
53,"Gurgaon, Haryana",Data Scientist,Impetus Technologies,NA,"
Solution creation from structured/unstructured data.
Machine Learning model development engineers with Natural Language Processing(NLP) and Computer Vision,…
",4.2
54,"Pune, Maharashtra",Junior Data Scientist (Breast Cancer Clinical Data),Centre For Translational Cancer Research,"₹35,000 a month","
We at PCCM-CTCR are looking for the following candidate to join our Data Team to evolve the existing system and design the needed schema for research and…
",NA
55,"Gurgaon, Haryana+1 location",newManager-Data Science,Amex,NA,"
Lead and develop a high performing team of decision scientists to deliver fraud prevention solutions.
The team leads efforts that leverage data and digital…
",4.1
56,Delhi,new3B_Senior Data Scientist,Incedo,NA,"
Ability to mentor data scientists and critically evaluate the approaches discussed.
Hands-on with common data processing techniques.
",NA
57,"Bengaluru, Karnataka+1 location",Data Scientist Lead,Wipro Limited,NA,"
Collaborate with different colleges and institutes forrecruitment, joint research initiatives and provide data science courses.
Support Go-To-Market strategy.
",3.8
58,"Bengaluru, Karnataka",newData Analyst (Risk Research) - Risk Analytics,GO-JEK,NA,"
We use big data with human intelligence to make the best decision.
Develop innovative analytical techniques and data science frameworks to detect abnormal…
",NA
59,"New Delhi, Delhi",Data Scientist,Eoraa & Co.,NA,"
Proficient with Python/R.
Strong communication and presentation skills.
Knowledge of various analytical approaches.
",NA
61,"Hyderabad, Telangana",newBenelux Data Scientist - Associate Manager L06,PepsiCo,NA,"
Act as a data and analytics evangelist, be at the forefront of data-driven models and insights and lead others to leverage data in their decision making.
",3.8
62,"Bengaluru, Karnataka",Data Scientist - All Levels,Greenizon Agritech Consultancy,NA,"
Presenting information using data visualization techniques.
Identifying valuable data sources and automate collection processes.
",NA
63,"Chandigarh, Chandigarh",newData Scientist,TandA HR Solutions,"₹10,00,000 - ₹12,00,000 a year","
Visualization data mining sql data science data scientist data analytics.
Sources of data to achieve targeted outcomes.
",NA
64,"Pune, Maharashtra",newData Scientist,Tacit Consulting & Services LLP,"₹5,000 - ₹15,000 a month","
Experience working with Data cleaning, data Analysis and EDA.
Use statistical methods to analyze data and generate useful business reports.
",NA
65,"Bengaluru, Karnataka",newMachine Learning Data Engineer,BlueOptima,NA,"
Strong statistical analytics skills demonstrated through data engineering or similar experience.
We cater to all products within BlueOptima, supercharging their…
",NA
66,"Bengaluru, Karnataka",Data Scientist,Ought Right,"₹1,00,000 - ₹1,20,000 a year","
Data scientist gcp python pyspark svm naive bayes k-nn decision forests data mining big query tensorflow data studio mongodb mysql.
",NA
67,"Bengaluru, Karnataka+1 location",newData Scientist 3,Oracle,NA,"
Work with large, complex data sets.
Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science…
",3.8
68,India,Data Scientist Verna Goa,Placement & Security Agency,"₹12,00,000 - ₹18,00,000 a year","
3+ years of IT experience in data scientist / software development for large corporate/organizations.
4.Performing Industry research & correlating data of…
",NA
69,"Temporarily Remote in Bengaluru, Karnataka",Decision Scientist,sharechat,NA,"
Experience finding, cleaning, and manipulating data to build large scale data sets.
2+ years of experience in data analysis, data science, decision science, or…
",4.5
70,"Bengaluru, Karnataka",Data Scientist,Elpis IT Solutions,"₹6,00,000 - ₹16,00,000 a year","
Develop data powered insights deriving from distributed, real time streaming applications, and develop AI systems leveraging on such data powered insights.
",4.0
71,"Punjagutta, Hyderabad, Telangana+1 location",newData Scientist Algo Leap Technologies,AlgoLeap Technologies,"₹12,00,000 - ₹18,00,000 a year","
Job Types: Full-time, Regular / Permanent.
",NA
72,"Bengaluru, Karnataka",Data Scientist,Deloitte,NA,"
Present information using data visualization techniques.
Perform exploratory data analyses using descriptive statistics and other methods.
",4.0
73,India,Data Scientist,Accubits Technologies,NA,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",4.7
74,"Remote in Hyderabad, Telangana",newMachine Learning Engineer,Vieg Services Private Limited,"₹35,00,000 a year","
Adapt best practices to design, prototype, and build machine learning systems.
Contribute to productionizing machine learning models, and machine learning…
",NA
75,"Bengaluru, Karnataka",Data Scientist,RELX,NA,"{Empty} RELX is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed,…",NA
76,"Noida, Uttar Pradesh",Associate Data Scientist,CSTEP,NA,"
Conduct exploratory data analysis and data visualisation.
Flexibility to work with Structured and Unstructured data (images, text).
",4.5
77,"New Delhi, Delhi",Data Scientist,WinZO,NA,"
Interpret data, analyze results using statistical techniques and effectively communicate actionable.
Knowledge on Big data tools, CV, DL is a plus.
",NA
78,"Bengaluru, Karnataka",newEY Data & Analytics,EY,NA,"
Solve problems using Cognos, data science, data analysis and visualization related skills.
Work with data warehouse team to enhance data mart models that…
",4.0
79,"Bengaluru, Karnataka",newLead Data Scientist,Apar Technologies,"₹24,00,000 - ₹28,00,000 a year","
Strong knowledge of common data science toolkits like tools like R / Python.
Lead Data Scientist with minimum 6+ years hands-on Data Science experience and…
",3.9
80,"Bengaluru, Karnataka",Associate Professional - Data Scientist / Analytics,Sutherland,NA,"
Should have hands on experience in one of the programming tools for over 4- 8 yrs: R, Python (preferably Python).
Nice to have: Text Analytics experience.
",3.6
81,"Remote in Bengaluru, Karnataka",Data Scientist,Bridgetree Research Services,"₹5,00,000 - ₹20,00,000 a year","
Ensure data quality and analytic accuracy before presenting to the stakeholders.
Produce accurate data reporting and provide recommendations for improving…
",NA
82,"Remote in Noida, Uttar Pradesh",newData Scientist,HashiCorp,NA,"
Manage and analyze raw data in order to build algorithms to provide data-driven business insights and high-impact ML models to generate significant business…
",NA
83,"Pune, Maharashtra",Data Scientist,CityLink Technology Solutions,NA,"
Analyze data for trends and patterns, and Interpret data with a clear objective in mind.
Present information using data visualization techniques.
",NA
84,"Chennai, Tamil Nadu",Data Engineer/Data Science with Python,Resource Tree,"₹1,09,996 - ₹5,00,220 a year","
Primary Skills: Python,Linux,SQL / PL SQL Secondary Skills: SQL / PL SQL Role Description: Data engineering role requires creating and managing technological…
",NA
85,"Bengaluru, Karnataka",newDeep Learning Engineers,Conxai Technologies GmbH,"₹18,00,000 - ₹27,00,000 a year","
With such an experience, the candidate will also be in a position to create cutting edge ""Neural Reasoning"" solutions to understand construction sites from…
",NA
86,"Bengaluru, Karnataka",Data Scientist-AI/ML,Synopsys,NA,"
4+ years of industry experience working as a data scientist/Engineer or similar.
You will work with domain experts to identify the most efficient way to collect…
",4.1
87,"Bengaluru, Karnataka",Data Scientist,Novo Nordisk,NA,"
Investigate data quality and clean data where necessary.
Cooperate effectively with other data scientists in department (and adjacent areas).
",4.1
88,"Bengaluru, Karnataka+1 location",newData Science Analyst,Shell,NA,"
Gathers data, analyses and reports findings.
Conducts analyses to solve relatively standardized or repetitive information and data queries/problems.
",3.9
89,"Temporarily Remote in Kolkata, West Bengal",Junior Data Scientist,TuTeck Learning Solutions,"₹55,000 - ₹75,000 a month","
Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
Master's degree in computational linguistics, data…
",NA
90,"Chennai, Tamil Nadu",NLP Engineer and Data Mining Engineer,Hubino,NA,"
Strong knowledge in data structures and algorithms.
3+ years of work experience in data.
Knowledge of association mining, named entity recognition and vector…
",NA
91,"Hyderabad, Telangana",Data Scientist,Bizgaze,"₹25,000 - ₹35,000 a month","
Skill Setl Experience of handling various data types and structures: structured and unstructured data, extensive prior experience in integrating data, profiling…
",4.7
92,Remote,newData Science Faculty - Freelance (Remote),International School of AI & Data Science,NA,"
Through its industry-focused programs, INSAID aims to arm working professionals not only with skill sets like machine learning, data science but provide them a…
",NA
93,"Chennai, Tamil Nadu",newSupply Chain Solution - Data Scientist,Flex,NA,"
Knowledge of data structures and algorithms.
Coordinate and perform testing on data quality and solutions.
Work closely with business to identify issues and use…
",3.9
94,"Temporarily Remote in Mumbai, Maharashtra",Machine Learning Scientist,Wadhwani AI,NA,"
Ideal candidates should have a strong research background and be adept at a variety of data mining/analysis methods and tools, building and implementing models,…
",NA
95,"Bengaluru, Karnataka",Data Scientist,Whatfix,NA,"
Experience with text data and NLP Modeling - a must.
Ability to turn large amounts of ambiguous data into a concise, meaningful story.
",4.0
96,"Bengaluru, Karnataka",Data Scientist,Anzy Careers Private Limited,"₹20,00,000 a year","
Should have a proven track record of co-ordinating with product managers, data engineers and other stake-holders.
Good proficiency in Python, Scala and Pyspark.
",NA
97,Remote,Data Scientist,Blazeclan Technologies,NA,"
Looking for a candidate who has a strong understanding of ML/AI processes from understanding Client's Business Requirements to Deployment.
",3.4
98,"Bengaluru, Karnataka",newSenior Data Scientist,Pegasystems,NA,"
Understanding of training and test data analysis like encoding, data leakage, overfitting etc.
BE/B.Tech with at least 5 years of relevant data science…
",3.6
99,"Bellandur, Bengaluru, Karnataka",Associate Data Scientist,Airtel India,NA,"
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
",4.1
100,"Bengaluru, Karnataka",Data Scientist - Signal Processing,Mercedes-Benz Research and Development India...,NA,"
Have experience in handling data workflow and monitoring big data application.
Familiarity with data engineering is also a must.
",4.0
101,"Coimbatore, Tamil Nadu+1 location",Data Scientist,ZF,NA,"
You bring strong knowledge in data query languages like SQL and languages for data processing & process automation like Python, PowerShell.
",3.9
102,"Mumbai, Maharashtra",newHead of Data Analytics,SelFin India Financial Services,NA,"
Create and oversee processes for data protection and data governance • Identify relevant vendors / solutions and maintain relationships.
",NA
103,"Gurgaon, Haryana",newData Scientist,United Airlines Inc.,NA,"
The team is currently looking for an entry level data scientist who has a passion for data and analytics with the willingness to dig deep into details as well…
",4.0
104,"Bengaluru, Karnataka",newLead Data Scientist,Honeywell,NA,"
Manage and mentor junior data scientists to create cutting edge data-driven systems and technologies that can considerably impact the business outcomes.
",3.7
150,"Bengaluru, Karnataka",newData Scientist,MNR Solutions,"₹2,18,877 - ₹7,83,556 a year","
Experience of big data platforms.
Strong data visualization skills using tools such as Tableau, Qlik, PowerBi.
Relevant Experience : Minimum 5 to 10 yr.
",NA
151,"Gurgaon, Haryana",Data & Analytics Analyst,NatWest Group,NA,"
Good knowledge of data engineering, data science and decisioning disciplines.
Along with advanced analytics knowledge, you’ll bring an ability to simplify data…
",3.8
179,"Tiruchchirappalli, Tamil Nadu",newData Science Intern,CourseBricks,NA,"
We are looking for Data Science Intern with a background in computer vision, image processing and Optical Character Recognition (OCR).
",NA
210,"Chennai, Tamil Nadu",Senior Data Analyst - Product Analytics,Freshworks,NA,"
Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analyzed to extract insights and improve business processes.
",4.1
211,"Kolkata, West Bengal",newAI Engineer,Schemaphic Systems India Pvt Ltd,"₹75,000 a month","
Work with data scientists/engineers to create and refine features from the underlying data and build pipelines to train and deploy models.
",NA
212,"Pune, Maharashtra",newData Scientist,Michelin,NA,"
The data analysis is implemented and documented.
The data, its relevance and its source are described and prioritized.
",4.0
213,"Bengaluru, Karnataka",Data Scientist - Cartography,GO-JEK,NA,"
Work with Data Scientists, Product Engineers and Product Managers to build, deploy, and scale Data Science solutions for recommendation systems and Geospatial…
",NA
214,"Pune, Maharashtra",newData Scientist,Innoplexus Consulting Services Private Limited,NA,"
Develop solutions for realworld noisy data, large-scale problems.
Analyse and extract relevant information from large amounts of data to help in automating the…
",NA
215,"Bengaluru, Karnataka+1 location",Data Scientist,HP,NA,"
Collaborates with peers, junior engineers, data scientists and project team.
Fluent in structured and unstructured data and modern data transformation…
",4.0
216,"Bengaluru, Karnataka",Data Scientist - Driver Platform,GO-JEK,NA,"
The Driver Platform data team is a 13+ member team consisting of data analysts, decision scientists and data scientists based in Jakarta and Bangalore.
",NA
217,Remote,newData Science- Internship (Remote),International School of AI & Data Science,"₹15,000 a month","
Work on case studies, class materials, and projects for the data science/ML course.
Through its industry-focused programs, INSAID aims to arm working…
",NA
218,"Bengaluru, Karnataka",Data Science People Analytics,Unisys,NA,"
Apply your expertise in people research, quantitative analysis, data science and data visualization.
Experience in conducting primary and secondary research…
",3.6
219,"Chennai, Tamil Nadu",Data Scientist – AIML,Standard Chartered,NA,"
Experience in applying machine learning techniques, Natural Language Processing or Computer Vision using TensorFlow, Pytorch.
",4.1
220,"Mumbai, Maharashtra",newData Analytics Lead,BIG IT JOBS,"₹1,00,000 - ₹2,20,000 a month","
Overall 10 + years’ experience in Data Analytics and 4 – 8 Years of hands-on technical experience in using data analytics tools, data extraction, data…
",NA
221,"Remote in Chennai, Tamil Nadu",Data Scientist,PipeCandy,NA,"
Collaborate with data and tech teams to ensure adherence to data ingestion and data governance standards.
Ability to effectively visualize data and communicate…
",NA
222,"Bengaluru, Karnataka",Data Scientist,Eli Lilly,NA,"
The data scientist will transform data and information captured within legacy systems into value-added insights and actionable business decisions through the…
",4.1
223,"Remote in Noida, Uttar Pradesh",Data Science Trainer,Clevered,₹200 an hour,"
1.Candidate must have completed his/her studies.
Candidate should have excellent knowledge of AI,Coding,Data Science,Python,Java etc.
",NA
224,"Temporarily Remote in Pune, Maharashtra",Data Scientist,WebShar India,"₹18,00,000 a year","
Extending company's data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for…
",NA
226,India,DATA SCIENTIST,impress.ai,NA,"
Experience visualizing/presenting data to stakeholders.
Communicate actionable insights using data, often for a non-technical audience.
",NA
227,Remote,newRemote Data Scientist (Python),Turing,NA,"
At least 3+ years of relevant experience as a data scientist.
The selected candidate will be working closely with Product, Engineering, Finance, and Operations…
",NA
228,Orissa,"Senior Scientist ""Data Management and Analytical Support""",ICRISAT,NA,"
Contribute to research publications of scientists and research scholars, and documentation of advance data analytical tools and data management studies.
",4.2
229,"Delhi, Delhi",AVP - Data Scientist,Barclays,NA,"
Prior work in a comparable organisation as a data scientist or in a technical analyst role.
Use Python to extract, transform and analyse various types of data.
",3.9
230,"Vellore, Tamil Nadu",Data Scientist,Strydo technologies Pvt. Ltd.,NA,"
Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning.
Job Types: Full-time, Internship.
",NA
231,"Jaipur, Rajasthan",newGIS Data Analyst,Khushi Baby,NA,"
Produce reports on geographic data utilizing data visualizations.
Designing digital maps with geographic data and other data sources.
",NA
232,"Hyderabad, Telangana+1 location",Data Scientist,Orcapod,NA,"
Hands-on with application of data science to industrial applications [cement, sugar, steel, mining, automotive, aerospace etc.
In-depth understanding of SQL.
",NA
233,"Bengaluru, Karnataka+1 location",Advanced Data Scientist,Honeywell,NA,"
Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions to address customer needs.
",3.7
234,"Hyderabad, Telangana",Jr Data Analyst | Jr Data Scientist,AIBridge ML,NA,"
Graduate with Strong mathematical and statistical skills and understanding.
Prefer with some Development and enhancement experience of machine learning and…
",NA
235,"Bengaluru, Karnataka",ML Engineer,EY,NA,"
4+yrs of experience in a similar profile with strong service delivery background.
Lead and guide a team of Junior Developers.
Skills in Java/C are a plus.
",4.0
236,"Bengaluru, Karnataka",newLead-Applied Data Scientist,Tesco,NA,"
Adv Logical Reasoning, Excel & Statistical Concepts Adv SQL, Hive, Phython,Tableau, R shiny, Microstrategy, Basic Statistical Concepts - Central Measures of…
",3.6
237,"Bengaluru, Karnataka",Data Scientist Logistics,GO-JEK,NA,"
In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of…
",NA
238,"Bengaluru, Karnataka",Data Scientist,Atonarp,NA,"
Requirements/ Qualifications Bachelors or Masters in CS / Electronics from a premier institute.
Solid design, excellent programming and debugging skills on a…
",NA
239,"Bengaluru, Karnataka",Data Scientist,Hewlett Packard Enterprise,NA,"
Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.
",3.8
240,"Bengaluru, Karnataka",Data Scientist,Niramai,NA,"
If you have good problem solving skills, a passion for machine learning research and creating social impact, this is the right place for you.
",NA
241,"Mumbai, Maharashtra+1 location",newSenior Analyst-Data Science,Accenture,NA,"
In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…
",4.0
242,"Bengaluru, Karnataka",Data Scientist,Cytiva,NA,"
Present information using data visualization techniques.
Build POC’s using existing data sources & discover trends and patterns, providing actionable insights…
",NA
243,"Bengaluru, Karnataka",Machine Learning Engineer,CodeMarks,"₹15,00,000 a year","
Understanding of data structures, data modeling, and software architecture.
Study and transform data science prototypes.
Total work: 2 years (Preferred).
",NA
244,"Bengaluru, Karnataka",Data Scientist - Engineer,Mercedes-Benz Research and Development India...,NA,"
Mapping diverse requirements to implementation on Azure/Big data platform with conflicting requirements and constraints.
",4.0
245,"Bengaluru, Karnataka",Data Scientist - I/II,sharechat,NA,"
Apply state of the art in the relevant research domains to make significant contributions to the feature roadmap of the ShareChat app in the aforementioned…
",4.5
246,"Delhi, Delhi",newData Analytics Internship,Talent Carriage,NA,"
Manage data storage and retrieval systems 5.
Define a framework for data handling, analysis, and presentation 2.
Have relevant skills and interests.
",NA
247,"Bengaluru, Karnataka",Data Scientist,Vahak,NA,"
Demonstrated experience applying data science methods to real-world data problems.
Present information using data visualization techniques.
",NA
248,"Bengaluru, Karnataka",Data Scientist,Cervello Inc,NA,"
Analyze, manipulate, cleanse and validate data from a variety of data sources and platforms.
Apply data mining, statistical, machine learning & visualization…
",NA
249,"Bengaluru, Karnataka",Data Scientist,Envestnet,NA,"
Lead and guide junior data scientists to deliver results.
Anticipate changes in data patterns or quality and design solutions robust to such changes.
",3.5
250,"Bengaluru, Karnataka",Senior Data Scientist - Logistics,GO-JEK,NA,"
In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of…
",NA
